episode_id,scenario,policy,season,step,time,t_zone,t_amb,hour,day,a0_raw,a1_raw,t_zone_next,delta_t,p_total,rea_t_supply_c,rea_heat_pump_power_w,rea_fan_power_w,rea_pump_power_w,policy_temperature_like_command_c,adapter_heat_intensity,adapter_zone_setpoint_c,adapter_plant_enabled
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,0,900.0,19.32674688362971,1.0,0.25,0.010416666666666666,0.5479121208190918,-0.12224312126636505,19.166163031431438,-0.16058385219827187,3482.2635287602848,27.816836726820384,2951.5608028464685,510.20408163265313,20.498644281163177,31.15725302696228,0.7739560604095459,21.965604543685913,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,1,1800.0,19.166163031431438,1.0,0.5,0.020833333333333332,0.7171958684921265,0.39473605155944824,19.167617878873727,0.0014548474422895197,3510.6157550806442,28.764219312942146,2979.913029166828,510.20408163265313,20.498644281163177,32.596164882183075,0.8585979342460632,22.72738140821457,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,2,2700.0,19.167617878873727,1.0,0.75,0.03125,-0.8116453289985657,0.9512447118759155,19.227889167730893,0.06027128885716593,3533.82959917491,29.527476293331517,3003.126873261094,510.20408163265313,20.498644281163177,19.60101470351219,0.09417733550071716,15.847596019506454,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,3,3600.0,19.227889167730893,1.0,1.0,0.041666666666666664,0.5222793817520142,0.5721285939216614,19.31684807104432,0.08895890331342571,3553.6722081490643,30.17131178222388,3022.969482235248,510.20408163265313,20.498644281163177,30.93937474489212,0.7611396908760071,21.850257217884064,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,4,4500.0,19.31684807104432,1.0,1.25,0.052083333333333336,-0.7437727451324463,-0.09922812134027481,19.41862447528672,0.10177640424240053,3571.153175206539,30.732142479073843,3040.4504492927226,510.20408163265313,20.498644281163177,20.177931666374207,0.12811362743377686,16.15302264690399,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,5,5400.0,19.41862447528672,1.0,1.5,0.0625,-0.2584039568901062,0.8535299897193909,19.52705572340551,0.10843124811879079,3586.8593588858093,31.23105636930228,3056.156632971993,510.20408163265313,20.498644281163177,24.303566366434097,0.3707980215549469,18.337182193994522,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,6,6300.0,19.52705572340551,1.0,1.75,0.07291666666666667,0.28773024678230286,0.6455232501029968,19.640924901520748,0.11386917811523745,3601.1477514663916,31.68092454761961,3070.4450255525753,510.20408163265313,20.498644281163177,28.945707097649574,0.6438651233911514,20.794786110520363,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,7,7200.0,19.640924901520748,1.0,2.0,0.08333333333333333,-0.11317159980535507,-0.5455225706100464,19.753126570667064,0.11220166914631591,3605.9455931944062,32.04762425476059,3075.24286728059,510.20408163265313,20.498644281163177,25.538041401654482,0.44341420009732246,18.990727800875902,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,8,8100.0,19.753126570667064,0.7102272727272521,2.25,0.09375,0.10916957259178162,-0.8723654747009277,19.85033337179425,0.09720680112718583,3596.0798265262715,32.28726176208477,3065.3771006124553,510.20408163265313,20.498644281163177,27.427941367030144,0.5545847862958908,19.991263076663017,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,9,9000.0,19.85033337179425,0.02727272727270247,2.5,0.10416666666666667,0.6552623510360718,0.26332879066467285,19.9309661207065,0.08063274891225092,3580.5213756707612,32.441670005536594,3049.818649756945,510.20408163265313,20.498644281163177,32.06972998380661,0.8276311755180359,22.448680579662323,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,10,9900.0,19.9309661207065,-0.7693181818181642,2.75,0.11458333333333333,0.5161755084991455,-0.2909480631351471,20.000766823959964,0.06980070325346333,3568.2441555277014,32.56694500203798,3037.541429613885,510.20408163265313,20.498644281163177,30.887491822242737,0.7580877542495728,21.822789788246155,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,11,10800.0,20.000766823959964,-1.3999999999999773,3.0,0.125,0.9413960576057434,0.7862422466278076,20.067057912688938,0.06629108872897405,3560.974630694534,32.6918054086936,3030.2719047807177,510.20408163265313,20.498644281163177,34.50186648964882,0.9706980288028717,23.736282259225845,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,12,11700.0,20.067057912688938,-1.8547889610389348,3.25,0.13541666666666666,0.5567669868469238,-0.6107226014137268,20.127069054422748,0.060011141733809836,3553.5338150261637,32.79285713866324,3022.8310891123474,510.20408163265313,20.498644281163177,31.232519388198853,0.7783834934234619,22.005451440811157,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,13,12600.0,20.127069054422748,-2.2915584415584362,3.5,0.14583333333333334,-0.06655799597501755,-0.9123924970626831,20.180115140462135,0.05304608603938732,3546.735611732784,32.87655493959085,3016.0328858189678,510.20408163265313,20.498644281163177,25.93425703421235,0.4667210020124912,19.20048901811242,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,14,13500.0,20.180115140462135,-2.6825487012986855,3.75,0.15625,-0.6914210319519043,0.36609789729118347,20.22757253598968,0.04745739552754458,3541.4659096860055,32.95120853086809,3010.763183772189,510.20408163265313,20.498644281163177,20.622921228408813,0.15428948402404785,16.38860535621643,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,15,14400.0,20.22757253598968,-3.0,4.0,0.16666666666666666,0.48952430486679077,0.9350194931030273,20.27050699556031,0.042934459570631134,3537.6553877676783,33.02083245555724,3006.952661853862,510.20408163265313,20.498644281163177,30.66095659136772,0.7447621524333954,21.70285937190056,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,16,15300.0,20.27050699556031,-3.2545535714285734,4.25,0.17708333333333334,-0.34834927320480347,-0.25908058881759644,20.309019035931385,0.03851204037107436,3534.68345349309,33.08395252088286,3003.9807275792737,510.20408163265313,20.498644281163177,23.53903117775917,0.32582536339759827,17.932428270578384,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,17,16200.0,20.309019035931385,-3.4657142857142844,4.5,0.1875,-0.0608883760869503,-0.6210572719573975,20.344499924868046,0.035480888936660904,3533.0096709472123,33.1451706726985,3002.306945033396,510.20408163265313,20.498644281163177,25.982448803260922,0.46955581195652485,19.226002307608724,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,18,17100.0,20.344499924868046,-3.6190178571428646,4.75,0.19791666666666666,-0.7401570081710815,-0.048590146005153656,20.37901283391261,0.034512909044565276,3533.1220438073087,33.20976377157655,3002.4193178934925,510.20408163265313,20.498644281163177,20.208665430545807,0.12992149591445923,16.169293463230133,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,19,18000.0,20.37901283391261,-3.6999999999999886,5.0,0.20833333333333334,-0.546181321144104,0.3396279811859131,20.41389322801041,0.03488039409779731,3534.5939310618405,33.27841027307829,3003.8912051480243,510.20408163265313,20.498644281163177,21.857458770275116,0.226909339427948,17.042184054851532,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,20,18900.0,20.41389322801041,-3.7318750000000023,5.25,0.21875,-0.12569616734981537,0.6653563976287842,20.44687142366581,0.03297819565540294,3536.262643720182,33.34505027333336,3005.559917806366,510.20408163265313,20.498644281163177,25.43158257752657,0.4371519163250923,18.93436724692583,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,21,19800.0,20.44687142366581,-3.7533333333333303,5.5,0.22916666666666666,0.4005301892757416,-0.3752667307853699,20.4769672751778,0.030095851511987348,3537.8675171463674,33.40809919891717,3007.164791232551,510.20408163265313,20.498644281163177,29.904506608843803,0.7002650946378708,21.302385851740837,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,22,20700.0,20.4769672751778,-3.773124999999993,5.75,0.23958333333333334,0.6645196080207825,0.6095287203788757,20.504690923037856,0.0277236478600571,3539.1512064115655,33.46589656383634,3008.448480497749,510.20408163265313,20.498644281163177,32.14841666817665,0.8322598040103912,22.49033823609352,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,23,21600.0,20.504690923037856,-3.8000000000000114,6.0,0.25,-0.22504323720932007,-0.4233437776565552,20.530224838696995,0.025533915659138984,3539.7189580355257,33.51583616023299,3009.0162321217094,510.20408163265313,20.498644281163177,24.58713248372078,0.38747838139533997,18.48730543255806,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,24,22500.0,20.530224838696995,-3.84765625,6.25,0.2604166666666667,0.3649910092353821,-0.7204950451850891,20.55374288181099,0.02351804311399519,3539.642212374634,33.557467176323655,3008.9394864608175,510.20408163265313,20.498644281163177,29.602423578500748,0.682495504617691,21.14245954155922,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,25,23400.0,20.55374288181099,-3.910416666666663,6.5,0.2708333333333333,-0.6001836061477661,-0.9852754473686218,20.57581328075753,0.02207039894653917,3539.498715567913,33.594146893317486,3008.795989654097,510.20408163265313,20.498644281163177,21.398439347743988,0.19990819692611694,16.799173772335052,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,26,24300.0,20.57581328075753,-3.9679687500000114,6.75,0.28125,0.5738487839698792,0.3297017216682434,20.59720207993564,0.021388799178112095,3539.8983620007593,33.630242479036156,3009.195636086943,510.20408163265313,20.498644281163177,31.377714663743973,0.7869243919849396,22.082319527864456,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,27,25200.0,20.59720207993564,-4.0,7.0,0.2916666666666667,0.41033074259757996,0.5614580512046814,20.57235354396073,-0.0248485359749111,3544.3640604054303,33.68634878514041,3013.661334491614,510.20408163265313,20.498644281163177,29.98781131207943,0.70516537129879,21.34648834168911,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,28,26100.0,20.57235354396073,-3.871406250000007,7.25,0.3020833333333333,-0.08216845244169235,0.1374823898077011,20.59036046737441,0.018006923413679488,3554.4699727974353,33.779581599411586,3023.767246883619,510.20408163265313,20.498644281163177,25.801568154245615,0.4589157737791538,19.130241964012384,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,29,27000.0,20.59036046737441,-3.5612499999999727,7.5,0.3125,-0.7204059958457947,-0.770939826965332,20.61885253915682,0.02849207178240931,3566.1807384561557,33.89083083984201,3035.4780125423395,510.20408163265313,20.498644281163177,20.376549035310745,0.13979700207710266,16.258173018693924,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,30,27900.0,20.61885253915682,-3.220468750000009,7.75,0.3229166666666667,0.33680590987205505,-0.05780758708715439,20.651083656901505,0.032231117744686344,3575.0409915951145,33.99301511306743,3044.3382656812983,510.20408163265313,20.498644281163177,29.362850233912468,0.6684029549360275,21.015626594424248,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,31,28800.0,20.651083656901505,-3.0,8.0,0.3333333333333333,0.13047221302986145,0.529997706413269,20.68240408580516,0.03132042890365483,3580.3374710749245,34.07391522907233,3049.634745161108,510.20408163265313,20.498644281163177,27.609013810753822,0.5652361065149307,20.087124958634377,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,32,29700.0,20.68240408580516,-2.8912500000000136,8.25,0.34375,0.26943662762641907,0.10715880244970322,20.714047280550858,0.031643194745697656,3585.196930717454,34.15029229740725,3054.494204803638,510.20408163265313,20.498644281163177,28.790211334824562,0.6347183138132095,20.712464824318886,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,33,30600.0,20.714047280550858,-2.795000000000016,8.5,0.3541666666666667,0.11841432005167007,-0.3920997977256775,20.74587580306047,0.03182852250961332,3589.225150771445,34.220519325937914,3058.5224248576287,510.20408163265313,20.498644281163177,27.506521720439196,0.559207160025835,20.032864440232515,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,34,31500.0,20.74587580306047,-2.726249999999993,8.75,0.3645833333333333,-0.9383643269538879,-0.12656521797180176,20.7437573306604,-0.002118472400070459,0.0,27.11025966296893,0.0,0.0,0.0,18.523903220891953,0.03081783652305603,15.277360528707504,0.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,35,32400.0,20.7437573306604,-2.6999999999999886,9.0,0.375,-0.5708306431770325,-0.1829427182674408,20.70620741570275,-0.037549914957651254,3564.8454290544637,33.46039054524596,3034.1427031406474,510.20408163265313,20.498644281163177,21.647939532995224,0.21458467841148376,16.931262105703354,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,36,33300.0,20.70620741570275,-2.6999999999999886,9.25,0.3854166666666667,0.7068061232566833,-0.5321210026741028,20.696534892801083,-0.00967252290166698,3570.477802184212,33.632245609037795,3039.775076270396,510.20408163265313,20.498644281163177,32.50785204768181,0.8534030616283417,22.680627554655075,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,37,34200.0,20.696534892801083,-2.6999999999999886,9.5,0.3958333333333333,-0.8833945393562317,-0.43723222613334656,20.70403507762677,0.007500184825687484,3575.9223434024893,33.7974686954654,3045.219617488673,510.20408163265313,20.498644281163177,18.99114641547203,0.058302730321884155,15.524724572896957,1.0
