step,sim_time_sec,t_zone_c,t_amb_c,p_total_w,a0,a1,t_supply_cmd_c,fan_cmd_u,controller_source,prev_t_zone_c
0,261000.0,23.415649708415742,-22.75,3393.9059569772317,1.0,-0.05869505554437637,35.0,0.4706524722278118,ppo_thermostatic,16.117025771219744
1,261900.0,23.116517455750625,-23.025000000000006,3226.497993150881,0.2663832902908325,0.777252197265625,28.764257967472076,0.8886260986328125,ppo_thermostatic,23.415649708415742
2,262800.0,22.821895218829184,-23.30000000000001,3185.7441365751993,0.17943479120731354,0.8898200988769531,28.025195725262165,0.9449100494384766,ppo_thermostatic,23.116517455750625
3,263700.0,22.94419079026784,-23.57499999999999,3327.198392350153,0.22348590195178986,0.8878602385520935,28.399630166590214,0.9439301192760468,ppo_thermostatic,22.821895218829184
4,264600.0,22.865404783336544,-23.849999999999994,3363.8664029961947,0.20851947367191315,0.9228718280792236,28.27241552621126,0.9614359140396118,ppo_thermostatic,22.94419079026784
5,265500.0,22.841741305857227,-24.125,3418.8555739029234,0.21076835691928864,0.939099133014679,28.291531033813953,0.9695495665073395,ppo_thermostatic,22.865404783336544
6,266400.0,22.80160027173298,-24.400000000000006,3460.4209223983216,0.20753808319568634,0.9574408531188965,28.264073707163334,0.9787204265594482,ppo_thermostatic,22.841741305857227
7,267300.0,22.66262946777107,-24.3828125,3445.8004900719484,0.18106187880039215,0.9776670932769775,28.039025969803333,0.9888335466384888,ppo_thermostatic,22.80160027173298
8,268200.0,22.673055031128627,-23.98750000000001,3483.357020722176,0.18898551166057587,0.9797370433807373,28.106376849114895,0.9898685216903687,ppo_thermostatic,22.66262946777107
9,269100.0,22.679001675743848,-23.5234375,3506.2356532683866,0.19094352424144745,0.9887215495109558,28.123019956052303,0.9943607747554779,ppo_thermostatic,22.673055031128627
10,270000.0,22.691387071481643,-23.30000000000001,3532.6744370248507,0.19508607685565948,0.9956011176109314,28.158231653273106,0.9978005588054657,ppo_thermostatic,22.679001675743848
11,270900.0,22.693457971578425,-23.30000000000001,3565.158091268818,0.2000560313463211,1.0,28.20047626644373,1.0,ppo_thermostatic,22.691387071481643
12,271800.0,22.64849171704958,-23.30000000000001,3589.077093859703,0.19947148859500885,1.0,28.195507653057575,1.0,ppo_thermostatic,22.693457971578425
13,272700.0,22.61021902512516,-23.30000000000001,3625.276228370614,0.2020038515329361,1.0,28.217032738029957,1.0,ppo_thermostatic,22.64849171704958
14,273600.0,22.57328818123375,-23.30000000000001,3659.3134926186144,0.20426614582538605,1.0,28.23626223951578,1.0,ppo_thermostatic,22.61021902512516
15,274500.0,22.642580988912016,-23.30000000000001,3737.8548058126944,0.22801046073436737,0.9987455606460571,28.438088916242123,0.9993727803230286,ppo_thermostatic,22.57328818123375
16,275400.0,22.594343453547424,-23.30000000000001,3750.2698505734875,0.22430087625980377,1.0,28.406557448208332,1.0,ppo_thermostatic,22.642580988912016
17,276300.0,22.57233445243645,-23.30000000000001,3776.4631372009035,0.22679339349269867,1.0,28.42774384468794,1.0,ppo_thermostatic,22.594343453547424
18,277200.0,22.541951975554184,-23.30000000000001,3796.597997037189,0.22713620960712433,1.0,28.430657781660557,1.0,ppo_thermostatic,22.57233445243645
19,278100.0,22.47791661969586,-23.30000000000001,3797.87735059321,0.21990801393985748,1.0,28.36921811848879,1.0,ppo_thermostatic,22.541951975554184
20,279000.0,22.458749271906868,-23.30000000000001,3819.8729440838374,0.22191335260868073,1.0,28.386263497173786,1.0,ppo_thermostatic,22.47791661969586
21,279900.0,22.430583804503385,-23.30000000000001,3833.6117827801986,0.2212756723165512,1.0,28.380843214690685,1.0,ppo_thermostatic,22.458749271906868
22,280800.0,22.404508004391573,-23.30000000000001,3847.9006564814636,0.22098396718502045,1.0,28.378363721072674,1.0,ppo_thermostatic,22.430583804503385
