episode_id,scenario,policy,season,step,time,t_zone,t_amb,hour,day,a0_raw,a1_raw,t_zone_next,delta_t,p_total,rea_t_supply_c,rea_heat_pump_power_w,rea_fan_power_w,rea_pump_power_w,policy_temperature_like_command_c,adapter_heat_intensity,adapter_supply_setpoint_c,adapter_zone_setpoint_c,adapter_plant_enabled
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,0,900.0,19.056019653846647,1.0,0.25,0.010416666666666666,0.5479121208190918,-0.12224312126636505,19.180258831775063,0.12423917792841621,1343.2321100853792,,1330.9838761697702,0.0,12.248233915608973,31.15725302696228,0.7739560604095459,31.15725302696228,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,1,1800.0,19.180258831775063,1.0,0.5,0.020833333333333332,0.7171958684921265,0.39473605155944824,19.336929208545712,0.15667037677064855,1189.079629931172,,1176.8313960155629,0.0,12.248233915608973,32.596164882183075,0.8585979342460632,32.596164882183075,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,2,2700.0,19.336929208545712,1.0,0.75,0.03125,-0.8116453289985657,0.9512447118759155,19.050286854170622,-0.2866423543750898,12.248498609219201,,0.00026469361022896836,0.0,12.248233915608973,19.60101470351219,0.09417733550071716,19.60101470351219,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,3,3600.0,19.050286854170622,1.0,1.0,0.041666666666666664,0.5222793817520142,0.5721285939216614,19.001400310819463,-0.04888654335115916,1143.4974516494308,,1131.2492177338218,0.0,12.248233915608973,30.93937474489212,0.7611396908760071,30.93937474489212,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,4,4500.0,19.001400310819463,1.0,1.25,0.052083333333333336,-0.7437727451324463,-0.09922812134027481,18.76324068415937,-0.23815962666009227,12.24849847994652,,0.00026456433754779924,0.0,12.248233915608973,20.177931666374207,0.12811362743377686,20.177931666374207,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,5,5400.0,18.76324068415937,1.0,1.5,0.0625,-0.2584039568901062,0.8535299897193909,18.473360282940234,-0.2898804012191363,353.70381387869395,,341.455579963085,0.0,12.248233915608973,24.303566366434097,0.3707980215549469,24.303566366434097,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,6,6300.0,18.473360282940234,1.0,1.75,0.07291666666666667,0.28773024678230286,0.6455232501029968,18.543160398284385,0.06980011534415098,1026.2419962956214,,1013.9937623800125,0.0,12.248233915608973,28.945707097649574,0.6438651233911514,28.945707097649574,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,7,7200.0,18.543160398284385,1.0,2.0,0.08333333333333333,-0.11317159980535507,-0.5455225706100464,18.388407316107077,-0.154753082177308,416.9013238964349,,404.65308998082594,0.0,12.248233915608973,25.538041401654482,0.44341420009732246,25.538041401654482,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,8,8100.0,18.388407316107077,0.7102272727272521,2.25,0.09375,0.10916957259178162,-0.8723654747009277,18.317514537987392,-0.07089277811968486,795.7506613997715,,783.5024274841626,0.0,12.248233915608973,27.427941367030144,0.5545847862958908,27.427941367030144,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,9,9000.0,18.317514537987392,0.02727272727270247,2.5,0.10416666666666667,0.6552623510360718,0.26332879066467285,18.479139344179657,0.16162480619226471,1332.9466288951878,,1320.6983949795788,0.0,12.248233915608973,32.06972998380661,0.8276311755180359,32.06972998380661,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,10,9900.0,18.479139344179657,-0.7693181818181642,2.75,0.11458333333333333,0.5161755084991455,-0.2909480631351471,18.44470304396725,-0.03443630021240551,1002.3929482824798,,990.1447143668709,0.0,12.248233915608973,30.887491822242737,0.7580877542495728,30.887491822242737,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,11,10800.0,18.44470304396725,-1.3999999999999773,3.0,0.125,0.9413960576057434,0.7862422466278076,18.559522072191953,0.11481902822470147,1528.687796048099,,1516.43956213249,0.0,12.248233915608973,34.50186648964882,0.9706980288028717,34.50186648964882,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,12,11700.0,18.559522072191953,-1.8547889610389348,3.25,0.13541666666666666,0.5567669868469238,-0.6107226014137268,18.408494326724906,-0.15102774546704723,960.4450798501912,,948.1968459345823,0.0,12.248233915608973,31.232519388198853,0.7783834934234619,31.232519388198853,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,13,12600.0,18.408494326724906,-2.2915584415584362,3.5,0.14583333333333334,-0.06655799597501755,-0.9123924970626831,18.024447659394696,-0.3840466673302103,265.4919609113621,,253.24372699575318,0.0,12.248233915608973,25.93425703421235,0.4667210020124912,25.93425703421235,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,14,13500.0,18.024447659394696,-2.6825487012986855,3.75,0.15625,-0.6914210319519043,0.36609789729118347,17.643346108568267,-0.38110155082642905,12.24849847994652,,0.00026456433754779924,0.0,12.248233915608973,20.622921228408813,0.15428948402404785,20.622921228408813,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,15,14400.0,17.643346108568267,-3.0,4.0,0.16666666666666666,0.48952430486679077,0.9350194931030273,17.758242698566164,0.11489658999789754,1369.9466874339184,,1357.6984535183094,0.0,12.248233915608973,30.66095659136772,0.7447621524333954,30.66095659136772,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,16,15300.0,17.758242698566164,-3.2545535714285734,4.25,0.17708333333333334,-0.34834927320480347,-0.25908058881759644,17.543372005395895,-0.21487069317026908,12.24849847994652,,0.00026456433754779924,0.0,12.248233915608973,23.53903117775917,0.32582536339759827,23.53903117775917,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,17,16200.0,17.543372005395895,-3.4657142857142844,4.5,0.1875,-0.0608883760869503,-0.6210572719573975,17.355105417676555,-0.18826658771934035,720.5646188640342,,708.3163849484253,0.0,12.248233915608973,25.982448803260922,0.46955581195652485,25.982448803260922,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,18,17100.0,17.355105417676555,-3.6190178571428646,4.75,0.19791666666666666,-0.7401570081710815,-0.048590146005153656,17.104247491440844,-0.25085792623571024,12.24849847994652,,0.00026456433754779924,0.0,12.248233915608973,20.208665430545807,0.12992149591445923,20.208665430545807,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,19,18000.0,17.104247491440844,-3.6999999999999886,5.0,0.20833333333333334,-0.546181321144104,0.3396279811859131,16.86435875995039,-0.23988873149045276,336.5348534479257,,324.2866195323167,0.0,12.248233915608973,21.857458770275116,0.226909339427948,21.857458770275116,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,20,18900.0,16.86435875995039,-3.7318750000000023,5.25,0.21875,-0.12569616734981537,0.6653563976287842,16.88160157934641,0.01724281939601724,819.5893326735628,,807.3410987579539,0.0,12.248233915608973,25.43158257752657,0.4371519163250923,25.43158257752657,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,21,19800.0,16.88160157934641,-3.7533333333333303,5.5,0.22916666666666666,0.4005301892757416,-0.3752667307853699,17.07641904665786,0.19481746731145222,1255.4981907579418,,1243.2499568423327,0.0,12.248233915608973,29.904506608843803,0.7002650946378708,29.904506608843803,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,22,20700.0,17.07641904665786,-3.773124999999993,5.75,0.23958333333333334,0.6645196080207825,0.6095287203788757,17.251854684908494,0.17543563825063302,1376.1328238136691,,1363.88458989806,0.0,12.248233915608973,32.14841666817665,0.8322598040103912,32.14841666817665,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,23,21600.0,17.251854684908494,-3.8000000000000114,6.0,0.25,-0.22504323720932007,-0.4233437776565552,16.9877621392244,-0.26409254568409324,16.452156579102198,,4.203922663493226,0.0,12.248233915608973,24.58713248372078,0.38747838139533997,24.58713248372078,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,24,22500.0,16.9877621392244,-3.84765625,6.25,0.2604166666666667,0.3649910092353821,-0.7204950451850891,16.945119436562322,-0.04264270266207859,1210.1010100748947,,1197.8527761592857,0.0,12.248233915608973,29.602423578500748,0.682495504617691,29.602423578500748,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,25,23400.0,16.945119436562322,-3.910416666666663,6.5,0.2708333333333333,-0.6001836061477661,-0.9852754473686218,16.69194181904527,-0.2531776175170535,12.24849847994652,,0.00026456433754779924,0.0,12.248233915608973,21.398439347743988,0.19990819692611694,21.398439347743988,,1.0
Jan_Winter_random_00,Jan_Winter,random,Jan_Winter,26,24300.0,16.69194181904527,-3.9679687500000114,6.75,0.28125,0.5738487839698792,0.3297017216682434,16.83098040151009,0.1390385824648206,1520.4359836625774,,1508.1877497469684,0.0,12.248233915608973,31.377714663743973,0.7869243919849396,31.377714663743973,,1.0
